"","Reporting.Year","Reporting.Quarter","Reporting.Organization","Certified.Type","County","Certified.Capacity","Operational.Capacity","Beginning.Census","End.Census","Male.Census","Female.Census"
"5894",2015,3,"Alpine Manor","F","Livingston",41,36,23,24,4,20
"5895",2015,3,"Alterra Clare Bridge Cottage of Clinton","F","Oneida",40,40,34,40,14,26
"5896",2015,3,"Alterra Clare Bridge Cottage of Ithaca","F","Tompkins",36,36,36,33,8,25
"5897",2015,3,"Alterra Clare Bridge Cottage of Niagara","F","Niagara",40,40,40,40,14,26
"5898",2015,3,"Alterra Clare Bridge of Manlius","F","Onondaga",52,52,49,49,16,33
"5899",2015,3,"Alterra Clare Bridge of Niskayuna","F","Schenectady",52,52,52,52,21,31
"5900",2015,3,"Alterra Clare Bridge of Perinton","F","Monroe",52,52,52,42,10,32
"5901",2015,3,"Alterra Clare Bridge of Williamsville","F","Erie",52,52,46,47,13,34
"5902",2015,3,"Amber Court of Brooklyn","F","Kings",224,216,210,214,135,79
"5903",2015,3,"Amber Court of Pelham Gardens","F","Bronx",200,200,193,196,86,110
"5904",2015,3,"Amber Court of Westbury","F","Nassau",218,218,193,192,44,148
"5905",2015,3,"Amber Court of Westbury","F","Nassau",64,64,10,16,4,12
"5906",2015,3,"Angels Inn Home for Adults","F","Jefferson",24,24,11,12,6,6
"5907",2015,3,"Apple Gate Adult Home","F","Orleans",28,28,19,19,10,9
"5908",2015,3,"Arcadia Residence","F","Sullivan",114,114,29,29,18,11
"5909",2015,3,"Argyle Center For Independent Living","F","Washington",33,33,27,30,13,17
"5910",2015,3,"Arkell Hall","E","Montgomery",24,24,22,23,1,22
"5911",2015,3,"Ashton Place","S","Ontario",60,60,23,29,6,23
"5912",2015,3,"Assisted Living at Jennings Hall","S","Kings",40,14,12,16,7,9
"5913",2015,3,"Assisted Living at Northern Riverview","E","Rockland",105,105,103,102,36,66
"5914",2015,3,"Atria, Bay Shore","S","Suffolk",116,116,91,95,28,67
"5915",2015,3,"Atria Briarcliffe Manor","F","Westchester",200,200,103,103,19,84
"5916",2015,3,"Atria, Crossgate","S","Albany",74,74,56,61,23,38
"5917",2015,3,"Atria Delmar Place","S","Albany",106,106,92,93,29,64
"5918",2015,3,"Atria, East Northport","F","Suffolk",200,176,111,114,40,74
"5919",2015,3,"Atria Forest Hills","S","Queens",90,90,70,72,15,57
"5920",2015,3,"Atria Glen Cove","S","Nassau",128,128,69,72,19,53
"5921",2015,3,"Atria Great Neck","S","Nassau",160,160,132,137,35,102
"5922",2015,3,"Atria Greece","F","Monroe",79,79,71,68,13,55
"5923",2015,3,"Atria Guilderland","F","Albany",120,120,92,88,23,65
"5924",2015,3,"Atria Huntington","F","Suffolk",122,122,96,101,28,73
"5925",2015,3,"Atria Kew Gardens","S","Queens",175,175,124,126,41,85
"5926",2015,3,"Atria Lynbrook","F","Nassau",200,200,120,113,28,85
"5927",2015,3,"Atria on the Hudson","S","Westchester",185,185,122,122,46,76
"5928",2015,3,"Atria Penfield","F","Monroe",120,120,67,73,21,52
"5929",2015,3,"Atria, Plainview","F","Nassau",99,99,76,80,13,67
"5930",2015,3,"Atria Riverdale","S","Bronx",204,204,173,178,45,133
"5931",2015,3,"Atria Shaker","S","Albany",128,128,116,120,33,87
"5932",2015,3,"Atria South Setauket","F","Suffolk",200,120,92,87,29,58
"5933",2015,3,"Atria Tanglewood","F","Nassau",160,130,123,128,32,96
"5934",2015,3,"Atria West 86","S","New York",189,189,163,177,52,125
"5935",2015,3,"Babylon Beach House Home for Adults","F","Suffolk",67,48,49,48,10,38
"5936",2015,3,"Bayview Rest Home, LLC","F","Suffolk",75,75,67,70,44,26
"5937",2015,3,"Beacon Pointe Memory Care Community","F","Saratoga",52,52,34,43,10,33
"5938",2015,3,"Belle Harbor Manor","E","Queens",162,155,151,151,95,56
"5939",2015,3,"Bergquist Adult Home","E","Chautauqua",32,32,29,27,5,22
"5940",2015,3,"Bethany Village","E","Chemung",144,126,103,101,28,73
"5941",2015,3,"Bickford Home","F","Wayne",24,24,20,19,19,0
"5942",2015,3,"Bida Adult Home","F","Chenango",28,28,20,21,12,9
"5943",2015,3,"Birchwood Rest Home","F","Suffolk",101,101,84,84,31,53
"5944",2015,3,"Bishops Commons at St. Luke","S","Oswego",68,68,57,56,16,40
"5945",2015,3,"Blocher Homes","E","Erie",65,57,51,51,6,45
"5946",2015,3,"Boulevard ALP","S","Queens",239,239,214,220,76,144
"5947",2015,3,"Braemar Living at Medford","F","Suffolk",200,200,197,196,42,154
"5948",2015,3,"Braemar Living at Wallkill","F","Orange",200,200,65,111,32,79
"5949",2015,3,"Brandywine Assisted Living at The Savoy","S","Queens",160,160,138,142,40,102
"5950",2015,3,"Brandywine Senior Living at Huntington Terrace","F","Suffolk",54,54,47,52,18,34
"5951",2015,3,"Brandywine Senior Living at Huntington Terrace","S","Suffolk",110,110,65,66,13,53
"5952",2015,3,"Brentland Woods","S","Monroe",60,55,46,51,10,41
"5953",2015,3,"Brentwood Adult Home","F","Suffolk",30,30,27,30,5,25
"5954",2015,3,"Briarwood Manor, Inc.","F","Niagara",160,160,135,134,30,104
"5955",2015,3,"Bridges Cornell Heights - The Colonial","F","Tompkins",13,11,10,10,2,8
"5956",2015,3,"Bridges Cornell Heights - The Tudor","F","Tompkins",15,15,14,10,1,9
"5957",2015,3,"Bristol Home","E","Erie",54,54,52,47,0,47
"5958",2015,3,"Bristol Village, Inc.","S","Erie",104,104,80,82,18,64
"5959",2015,3,"Brompton Heights","F","Erie",200,200,164,171,49,122
"5960",2015,3,"Bronxwood","E","Bronx",320,320,273,273,173,100
"5961",2015,3,"Brookdale Hospital Medical Center ALP","S","Kings",43,43,38,37,16,21
"5962",2015,3,"Brooklyn Adult Care Center","F","Kings",216,216,212,214,156,58
"5963",2015,3,"Brothers of Mercy Sacred Heart Home","E","Erie",70,70,53,55,13,42
"5964",2015,3,"Buckley Landing Enriched Housing Site #6","S","Onondaga",85,85,82,84,18,66
"5965",2015,3,"Cambridge Guest Home","F","Washington",34,34,31,32,17,15
"5966",2015,3,"Camillus Ridge Terrace","F","Onondaga",56,50,45,46,4,42
"5967",2015,3,"Camphill Ghent, Inc.","E","Columbia",29,29,27,25,8,17
"5968",2015,3,"Canterbury Woods","S","Erie",32,32,27,27,8,19
"5969",2015,3,"Canton Enriched Housing Program, Inc. EHP #1","S","St.Lawrence",16,16,15,16,9,7
"5970",2015,3,"Canton Enriched Housing Program, Inc. EHP# 2","S","St.Lawrence",9,9,5,6,2,4
"5971",2015,3,"Carlucci Homes. Inc,","F","Orange",23,23,22,22,0,22
"5972",2015,3,"Carnegie East House","S","New York",120,104,87,86,15,71
"5973",2015,3,"Castle Senior Living at Forest Hills","F","Queens",20,20,14,18,13,5
"5974",2015,3,"Castle Senior Living At Forest Hills","S","Queens",177,177,166,161,54,107
"5975",2015,3,"Cedarbrook Village Incorporated","S","Oneida",65,65,49,49,12,37
"5976",2015,3,"Central Assisted Living, LLC","F","Queens",186,186,186,185,97,88
"5977",2015,3,"Champlain Valley Senior Community","F","Essex",81,81,55,57,21,36
"5978",2015,3,"Chenango County Home Preston Manor","N","Chenango",48,48,37,39,15,24
"5979",2015,3,"Chenango Valley Home","E","Chenango",32,32,29,30,1,29
"5980",2015,3,"Chester Hill Adult Home","F","Westchester",21,24,0,0,0,0
"5981",2015,3,"Christian Fellowship House","E","Nassau",45,45,42,44,15,29
"5982",2015,3,"Claddagh Care (L.B.S.H.) EHP #1","S","St.Lawrence",28,28,21,20,8,12
"5983",2015,3,"Clara Welch Thanksgiving Home","E","Otsego",26,26,21,18,4,14
"5984",2015,3,"Clark Manor House","E","Ontario",17,16,15,13,1,12
"5985",2015,3,"Clark Meadows at Ferris Hills","S","Ontario",54,54,44,50,12,38
"5986",2015,3,"Clinton Crest Manor","E","Yates",42,40,36,40,8,32
"5987",2015,3,"Cloverhill Adult Home","F","Orleans",44,44,28,30,10,20
"5988",2015,3,"Cogswells Rest Haven","F","Chemung",16,16,16,16,12,4
"5989",2015,3,"Cohocton Valley Home for Adults","F","Steuben",10,10,10,10,10,0
"5990",2015,3,"Cook Adult Home","F","Saratoga",13,13,8,8,6,2
"5991",2015,3,"Country House in Westchester","F","Westchester",100,88,65,67,19,48
"5992",2015,3,"Countryside Adult Home","N","Warren",48,48,33,33,9,24
"5993",2015,3,"Country Valley Home","F","Steuben",19,19,16,14,7,7
"5994",2015,3,"Crestview Manor ALP","F","Westchester",76,76,70,72,40,32
"5995",2015,3,"Crimson Ridge Gardens","F","Monroe",52,52,48,44,34,10
"5996",2015,3,"Crimson Ridge Meadows","F","Monroe",52,52,38,47,17,30
"5997",2015,3,"Crossroads","E","Onondaga",59,59,52,54,54,0
"5998",2015,3,"Crystal House Manor","F","Dutchess",39,39,37,38,38,0
"5999",2015,3,"Culinarians Home Foundation","E","Ulster",18,13,8,11,1,10
"6000",2015,3,"Cumberland Gardens NY Foundation EHP #6","S","Kings",47,47,46,47,13,34
"6001",2015,3,"Danforth Adult Care Center","F","Rensselaer",80,80,70,71,18,53
"6002",2015,3,"Danish Home for the Aged","E","Westchester",24,21,16,18,3,15
"6003",2015,3,"David & Helen Getman Memorial Home","E","Fulton",20,19,19,19,6,13
"6004",2015,3,"Dawn Hill Adult Home","F","Suffolk",30,30,29,30,26,4
"6005",2015,3,"DOJ Assisted Living Program Inc","E","Bronx",70,70,24,64,46,18
"6006",2015,3,"Dominican Village Enriched Housing Program 1","S","Suffolk",66,66,42,54,19,35
"6007",2015,3,"Dosberg Manor","E","Erie",96,96,79,83,20,63
"6008",2015,3,"Dutchess Care","F","Dutchess",92,92,89,88,48,40
"6009",2015,3,"East Road Adult Home","F","Lewis",20,20,11,11,4,7
"6010",2015,3,"Echo Arms Adult Home","F","Suffolk",49,49,47,48,30,18
"6011",2015,3,"Eden Heights","F","Erie",120,120,85,90,19,71
"6012",2015,3,"Eden Heights of Olean","F","Cattaraugus",120,94,84,86,20,66
"6013",2015,3,"Eden Heights of West Seneca","F","Erie",120,120,94,100,27,73
"6014",2015,3,"Eger Harbor House, Inc.","S","Richmond",75,75,75,72,16,56
"6015",2015,3,"Elant at Goshen, Inc.","E","Orange",120,114,85,95,15,80
"6016",2015,3,"Elderwood Assisted Living at Cheektowaga","F","Erie",80,80,72,74,12,62
"6017",2015,3,"Elderwood Assisted Living at Hamburg","S","Erie",103,103,94,96,12,84
"6018",2015,3,"Elderwood Assisted Living at Waverly","S","Tioga",40,40,30,31,5,26
"6019",2015,3,"Elderwood Assisted Living at West Seneca","S","Erie",128,128,108,110,24,86
"6020",2015,3,"Elderwood Assisted Living at Wheatfield","F","Niagara",65,65,58,56,7,49
"6021",2015,3,"Elderwood Village at Willamsville","S","Erie",110,90,89,90,15,75
"6022",2015,3,"Elizabeth Brewster House","E","Cortland",45,45,34,35,14,21
"6023",2015,3,"Elmore Home for Adults","F","Suffolk",22,22,22,21,18,3
"6024",2015,3,"ElmYork LLC","F","Queens",262,262,256,260,127,133
"6025",2015,3,"Emeritus at Bassett Manor","F","Erie",105,105,61,61,21,40
"6026",2015,3,"Emeritus at Bassett Park Manor","F","Erie",76,76,73,73,20,53
"6027",2015,3,"Emeritus at Bellevue Manor","F","Onondaga",91,91,52,57,17,40
"6028",2015,3,"Emeritus at Colonie Manor","F","Albany",94,94,83,94,29,65
"6029",2015,3,"Emeritus at East Side Manor","F","Onondaga",88,88,46,48,23,25
"6030",2015,3,"Emeritus at Lakewood","S","Chautauqua",100,100,59,52,17,35
"6031",2015,3,"Emeritus at Painted Post","F","Steuben",110,110,76,78,30,48
"6032",2015,3,"Emeritus at Perinton Park Manor","F","Monroe",78,78,35,33,10,23
"6033",2015,3,"Emeritus at the Landing of Brockport","S","Monroe",110,110,95,103,28,75
"6034",2015,3,"Emeritus at the Landing of Queensbury","S","Warren",88,88,86,86,26,60
"6035",2015,3,"Emeritus at West Side Manor","F","Onondaga",79,79,54,59,18,41
"6036",2015,3,"Emeritus at West Side Rochester","F","Monroe",72,72,57,64,24,40
"6037",2015,3,"Emeritus at Woodland Manor","F","Broome",116,63,55,54,15,39
"6038",2015,3,"Emeritus at Woodland Place","F","Broome",65,65,45,38,15,23
"6039",2015,3,"E.R.I.E.  EHP #1 Toomey Abbott Tower","S","Onondaga",95,95,62,64,35,29
"6040",2015,3,"Evergreen Court Home for Adults SP, LLC","F","Rockland",200,200,126,126,77,49
"6041",2015,3,"Evergreen Heights","E","Cayuga",60,58,56,56,32,24
"6042",2015,3,"Faatz-Crofut Home for the Elderly","E","Cayuga",56,56,44,48,12,36
"6043",2015,3,"Fairlawn Adult Home, Inc.","F","Suffolk",30,30,28,30,21,9
"6044",2015,3,"Fairport Baptist Homes Adult Care Facility","E","Monroe",42,33,30,30,6,24
"6045",2015,3,"Family Srvs/Rochester EHP1 Danforth Towers East","S","Monroe",28,28,27,27,16,11
"6046",2015,3,"Family Srvs/Rochester EHP2 Jonathan Child Project","S","Monroe",30,30,26,27,14,13
"6047",2015,3,"Family Srvs/Rochester EHP3 Hudson-Ridge Towers","S","Monroe",40,40,34,37,23,14
"6048",2015,3,"Fawn Ridge Senior Living","F","Rensselaer",155,155,144,141,88,53
"6049",2015,3,"Fieldstone at Westchester Meadows","S","Westchester",12,12,6,4,1,3
"6050",2015,3,"Five Star Premier Residence of Yonkers","S","Westchester",84,84,52,55,13,42
"6051",2015,3,"Five Star Premier Residence of Yonkers","F","Westchester",40,40,34,29,7,22
"6052",2015,3,"Focus Senior Living at Utica","S","Oneida",110,110,96,103,59,44
"6053",2015,3,"Fox Run at Orchard Park","S","Erie",52,52,44,47,11,36
"6054",2015,3,"Frederic Fleming Residence","E","New York",47,47,44,47,19,28
"6055",2015,3,"Fredonia Place","S","Chautauqua",84,84,77,81,31,50
"6056",2015,3,"Frewburg Rest Home","F","Chautauqua",81,50,38,34,13,21
"6057",2015,3,"Gables Home for Adults","F","Suffolk",24,24,24,23,21,2
"6058",2015,3,"Garden House","S","Erie",48,48,47,46,5,41
"6059",2015,3,"Garden House For Adults","F","Broome",24,24,19,18,2,16
"6060",2015,3,"Garden of Eden Home","F","Kings",202,202,195,197,125,72
"6061",2015,3,"Garnerville Home for Adults","F","Rockland",39,39,38,39,25,14
"6062",2015,3,"Genesee County Domiciliary Care","N","Genesee",80,80,31,33,10,23
"6063",2015,3,"Glen Arden, Inc.","S","Orange",28,28,19,23,5,18
"6064",2015,3,"Glenmere at Cloverwood","S","Monroe",77,77,49,54,19,35
"6065",2015,3,"Glenwell","E","Erie",120,95,84,75,15,60
"6066",2015,3,"Golden Acres Home for Adults","F","Rockland",79,79,44,46,31,15
"6067",2015,3,"Good Shepherd - Fairview Home, Inc.","E","Broome",73,67,53,55,9,46
"6068",2015,3,"Good Shepherd Village at Endwell","E","Broome",32,32,27,29,6,23
"6069",2015,3,"GrandeVie Senior Living Community","F","Monroe",178,178,105,101,33,68
"6070",2015,3,"Grandeville Senior Living Community","F","Monroe",140,130,106,101,19,82
"6071",2015,3,"Green Briar Adult Home","F","Dutchess",53,53,46,47,26,21
"6072",2015,3,"Greenbriar Home for Adults","F","Cortland",37,37,32,28,20,8
"6073",2015,3,"Greenfield Court","S","Erie",57,53,53,51,18,33
"6074",2015,3,"GreenField Terrace","E","Erie",56,56,40,46,10,36
"6075",2015,3,"Green Hills Estate","F","Rockland",164,164,149,149,102,47
"6076",2015,3,"Gurwin Jewish Fay J. Lindner Residence","S","Suffolk",200,200,151,150,32,118
"6077",2015,3,"Gurwin Jewish Fay J. Lindner Residence","E","Suffolk",65,65,59,61,18,43
"6078",2015,3,"Hamilton Manor Home for Adults","F","Madison",38,38,15,15,9,6
"6079",2015,3,"Hampshire House Adult Home","F","Otsego",65,65,62,61,20,41
"6080",2015,3,"Harbor House","F","Nassau",136,136,122,127,51,76
"6081",2015,3,"Harbor Terrace Adult Home and Assisted Living","F","Richmond",364,364,336,331,203,128
"6082",2015,3,"Harbor View Home for Adults","F","Kings",162,120,85,86,31,55
"6083",2015,3,"Hawthorne Ridge, Inc.","E","Rensselaer",66,66,65,62,14,48
"6084",2015,3,"Hazel L. Carpenter Home","E","Madison",23,23,9,9,0,9
"6085",2015,3,"Heather Heights of Pittsford","F","Monroe",120,120,108,99,25,74
"6086",2015,3,"Heathwood Assisted Living at Penfield","S","Monroe",108,108,94,92,18,74
"6087",2015,3,"Heathwood Assisted Living at Williamsville","F","Erie",115,115,103,98,30,68
"6088",2015,3,"Hedgewood ALP, LLC","F","Dutchess",192,192,190,191,131,60
"6089",2015,3,"Helen Keller National Center","E","Nassau",52,32,32,32,15,17
"6090",2015,3,"Heritage at the Plains at Parish Home","F","Otsego",53,44,41,43,4,39
"6091",2015,3,"Heritage Home for Women","E","Schenectady",36,36,29,29,0,29
"6092",2015,3,"Heritage Manor of Lockport","F","Niagara",64,43,40,36,8,28
"6093",2015,3,"Heritage Manor of Ransomville","F","Niagara",142,142,123,120,77,43
"6094",2015,3,"Hidden Gem Home for Adults","F","Suffolk",18,18,16,18,7,11
"6095",2015,3,"Highland Assisted Living at Village View","F","Ulster",46,46,44,44,22,22
"6096",2015,3,"Hillcrest Spring Residential","F","Montgomery",80,80,75,74,11,63
"6097",2015,3,"Hilltop Manor West","E","Broome",98,98,83,87,15,72
"6098",2015,3,"Hilton East Assisted Living","F","Monroe",205,178,140,139,49,90
"6099",2015,3,"Holbrook Adult Home","F","Washington",33,33,30,30,7,23
"6100",2015,3,"HomeLife at Folts-Claxton, LLC.","E","Herkimer",80,80,51,53,9,44
"6101",2015,3,"Home of the Good Shepherd","E","Saratoga",42,42,41,38,8,30
"6102",2015,3,"Home of the Good Shepherd at Highpointe","E","Saratoga",86,86,82,80,18,62
"6103",2015,3,"Home of the Good Shepherd Moreau","E","Saratoga",72,72,64,62,20,42
"6104",2015,3,"Home of the Good Shepherd Wilton","E","Saratoga",54,54,48,47,6,41
"6105",2015,3,"Home Sweet Home of Athens, Inc.","F","Greene",24,24,24,24,8,16
"6106",2015,3,"Home Sweet Home on the Hudson","F","Greene",60,60,52,50,11,39
"6107",2015,3,"Horizons","E","Ontario",76,76,62,60,14,46
"6108",2015,3,"Hudson Valley Senior Residence","E","Ulster",48,41,37,36,6,30
"6109",2015,3,"Hultquist Place","E","Chautauqua",96,96,87,90,11,79
"6110",2015,3,"Ideal Senior Living Center","E","Broome",70,70,60,65,9,56
"6111",2015,3,"Ingersoll Place","E","Schenectady",78,78,64,65,26,39
"6112",2015,3,"Island Assisted Living","E","Nassau",200,200,190,195,55,140
"6113",2015,3,"Ivy Lodge","F","Ulster",40,40,31,28,6,22
"6114",2015,3,"Jeffersonville Senior Living","F","Sullivan",49,49,44,48,29,19
"6115",2015,3,"Jeff Senior Living","F","Sullivan",11,11,9,9,9,0
"6116",2015,3,"Jewish Home Lifecare University Avenue Assisted Living","S","Bronx",72,72,68,69,30,39
"6117",2015,3,"Judson Meadows","S","Schenectady",80,80,47,62,15,47
"6118",2015,3,"Kalets Adult Home","F","Onondaga",45,45,41,40,26,14
"6119",2015,3,"Keene Valley Neighborhood House","E","Essex",50,50,45,49,13,36
"6120",2015,3,"Keepsake Village at Greenpoint","F","Onondaga",57,57,52,49,15,34
"6121",2015,3,"Kellys Home for Adults","F","Sullivan",79,79,74,74,60,14
"6122",2015,3,"Kendal at Ithaca","E","Tompkins",36,36,30,33,7,26
"6123",2015,3,"Kendal on Hudson","S","Westchester",31,24,20,20,4,16
"6124",2015,3,"Ken-Ton Presbyterian Village EHP","S","Erie",49,49,43,40,8,32
"6125",2015,3,"Kenwell","E","Erie",148,148,91,97,47,50
"6126",2015,3,"Kenwood Manor Inc","E","Albany",67,67,49,47,19,28
"6127",2015,3,"Kings Adult Care Center","F","Kings",220,220,220,220,146,74
"6128",2015,3,"Kings Height Rest Home","F","Dutchess",21,21,21,21,20,1
"6129",2015,3,"Kingsway Manor, LLC","F","Schenectady",140,140,119,127,33,94
"6130",2015,3,"Kirkside Home for Adults","E","Delaware",21,21,16,15,7,8
"6131",2015,3,"Ladies Home of Oswego","E","Oswego",21,21,18,20,0,20
"6132",2015,3,"Lakeside Manor Home for Adults, Inc.","F","Richmond",200,200,199,198,149,49
"6133",2015,3,"Laurelwood at the Highlands","S","Monroe",68,68,56,56,13,43
"6134",2015,3,"LDor","F","Rockland",44,44,44,44,31,13
"6135",2015,3,"Legacy at Cranberry Landing","F","Monroe",78,78,16,35,13,22
"6136",2015,3,"Leroy Manor","F","Genesee",93,93,77,76,45,31
"6137",2015,3,"Lincoln Rest Home","F","Westchester",23,23,21,22,18,4
"6138",2015,3,"Lockport Presbyterian Home","E","Niagara",60,60,46,48,11,37
"6139",2015,3,"Long Beach Assisted Living","F","Nassau",200,200,119,125,77,48
"6140",2015,3,"Long Island Living Center","F","Queens",306,165,158,163,70,93
"6141",2015,3,"Longview, an Ithacare Community","E","Tompkins",96,96,89,89,17,72
"6142",2015,3,"Loretto EHP #1 Bernardine Apartments","S","Onondaga",148,148,116,113,32,81
"6143",2015,3,"Loretto EHP #3 Nottingham","S","Onondaga",64,48,48,46,14,32
"6144",2015,3,"Loretto Village Apts. Enriched Housing Site #5","S","Onondaga",79,79,79,76,17,59
"6145",2015,3,"Lott Assisted Living Residence","S","New York",131,127,121,123,44,79
"6146",2015,3,"Loudonville Home for Adults","F","Albany",98,98,82,84,23,61
"6147",2015,3,"Lutheran Home of Central New York","E","Oneida",68,62,49,51,12,39
"6148",2015,3,"Madison York Assisted Living Community, LLC","F","Queens",226,226,211,222,126,96
"6149",2015,3,"Madison York Home for Adults","F","Queens",202,202,191,197,122,75
"6150",2015,3,"Manlius Home for Adults","F","Onondaga",40,40,29,31,6,25
"6151",2015,3,"Manor Haven Adult Home, Inc.","F","Suffolk",32,32,30,32,20,12
"6152",2015,3,"Manor Hills","F","Allegany",137,137,112,113,27,86
"6153",2015,3,"Maple House","S","Westchester",25,25,17,19,10,9
"6154",2015,3,"Maple Rest","F","Suffolk",27,27,23,26,18,8
"6155",2015,3,"Maplewood Assisted Living","E","St.Lawrence",48,48,46,46,8,38
"6156",2015,3,"Maplewood Commons","S","Westchester",80,50,49,47,7,40
"6157",2015,3,"Marchand Manor","F","Schoharie",36,36,31,31,15,16
"6158",2015,3,"Marian Woods","E","Westchester",50,50,47,48,0,48
"6159",2015,3,"Mariners Residence, Inc.","F","Richmond",270,270,170,176,102,74
"6160",2015,3,"Marjorie Doyle Rockwell Center","E","Albany",52,52,49,50,7,43
"6161",2015,3,"Mary Agnes Manor ALP","F","Erie",230,230,180,185,93,92
"6162",2015,3,"Maryville Assisted Living","F","Suffolk",32,32,30,29,10,19
"6163",2015,3,"Maryville Home For Adults","F","Steuben",14,14,14,14,4,10
"6164",2015,3,"Masonic Home","E","Oneida",80,80,51,59,14,45
"6165",2015,3,"Massry Residence at Daughters of Sarah","S","Albany",70,70,57,51,11,40
"6166",2015,3,"McHarrie Pointe","E","Onondaga",47,47,40,39,12,27
"6167",2015,3,"McPeaks Adult Home","F","Suffolk",51,48,48,40,10,30
"6168",2015,3,"Meadowbrook Manor","F","Oswego",20,20,13,13,4,9
"6169",2015,3,"Meadowbrook Terrace Assisted Living","E","Jefferson",60,60,46,51,17,34
"6170",2015,3,"Meadowview at the Wartburg","S","Westchester",105,105,99,99,14,85
"6171",2015,3,"Memory Garden","F","Chautauqua",56,56,51,52,9,43
"6172",2015,3,"Mermaid Manor Home for Adults","F","Kings",200,200,194,191,126,65
"6173",2015,3,"Metro Interfaith EHP","S","Broome",37,37,36,31,8,23
"6174",2015,3,"Metro Interfaith Housing","S","Broome",11,11,3,3,1,2
"6175",2015,3,"Middleville Rest Home","F","Herkimer",24,24,23,23,13,10
"6176",2015,3,"Millview of Latham, LLC","F","Albany",55,55,42,41,7,34
"6177",2015,3,"Missionary Sisters of St. Benedict","E","Suffolk",60,46,44,44,2,42
"6178",2015,3,"Moffat Gardens ALP, Inc.","S","Kings",30,30,26,26,7,19
"6179",2015,3,"Mohawk Homestead","E","Herkimer",41,41,29,27,5,22
"6180",2015,3,"Mohegan Park","F","Westchester",150,150,138,136,90,46
"6181",2015,3,"Morans Rest Home","F","Ulster",32,32,17,15,10,5
"6182",2015,3,"Morgan Estates","F","Livingston",78,78,63,61,15,46
"6183",2015,3,"Morningside at Home","E","Bronx",40,25,9,25,17,8
"6184",2015,3,"Morningside Manor","F","Dutchess",20,18,16,15,14,1
"6185",2015,3,"Moses Ludington Adult Care Facility","E","Essex",23,23,10,9,3,6
"6186",2015,3,"Mountain Valley Manor","F","Ulster",53,53,52,50,15,35
"6187",2015,3,"Mount Alverno Center","E","Orange",85,85,59,56,10,46
"6188",2015,3,"Mount View Assisted Living","F","Niagara",150,150,0,23,3,20
"6189",2015,3,"New Broadview Manor Home For Adults","F","Richmond",200,200,170,174,94,80
"6190",2015,3,"New Brookhaven Town House for Adults","F","Suffolk",182,182,178,177,118,59
"6191",2015,3,"New Fordham Arms Assisted Living","F","Bronx",35,35,32,34,20,14
"6192",2015,3,"New Glorias Manor Home for Adults","F","Queens",172,172,164,163,121,42
"6193",2015,3,"New Haven Manor","F","Queens",123,123,119,123,73,50
"6194",2015,3,"New Homestead Home for Adults, Inc.","F","Queens",163,163,104,101,32,69
"6195",2015,3,"New Monsey Park Home","F","Rockland",263,263,224,229,166,63
"6196",2015,3,"New Rochelle Home for Adults","F","Westchester",250,249,241,244,173,71
"6197",2015,3,"New South Shore Manor","F","Kings",74,74,71,69,44,25
"6198",2015,3,"New Sunnyside Adult Home","F","Onondaga",20,20,16,17,6,11
"6199",2015,3,"New Windsor Country Inn","F","Orange",86,82,61,57,15,42
"6200",2015,3,"New York Armenian Home, Inc.","E","Queens",79,79,29,30,7,23
"6201",2015,3,"North Brook Heights Home for Adults","F","Cayuga",178,178,110,110,36,74
"6202",2015,3,"Norwegian Christian Home and Health Care Center","E","Kings",88,88,82,77,25,52
"6203",2015,3,"NY Found-Sr Citizen EHP5 Clinton Gardens","S","New York",47,47,47,46,20,26
"6204",2015,3,"NY Found.-Sr. Citizens  #2 Brown Gardens","S","New York",47,47,47,46,14,32
"6205",2015,3,"NY Found.-Sr Citizens EHP3","S","New York",30,30,28,28,11,17
"6206",2015,3,"NY Found.-Sr Citizens EHP4 Ridge Street Gardens","S","New York",47,46,47,46,13,33
"6207",2015,3,"Oceanview Manor Home for Adults","F","Kings",176,176,172,166,108,58
"6208",2015,3,"Old Peoples Russian Orthodox Convent","E","Rockland",76,65,22,21,4,17
"6209",2015,3,"Olsen Rest","F","Suffolk",40,40,34,35,9,26
"6210",2015,3,"Open Gate Association Home for the Aged","E","Suffolk",24,24,8,8,0,8
"6211",2015,3,"Orchard Grove Residences","E","Chautauqua",36,36,36,33,4,29
"6212",2015,3,"Orchard Heights","F","Erie",142,142,116,109,23,86
"6213",2015,3,"Oyster Bay Manor","F","Nassau",72,72,45,48,13,35
"6214",2015,3,"Palisade Gardens","F","Westchester",106,106,102,102,59,43
"6215",2015,3,"Park Creek Senior Living Community","F","Erie",94,94,92,89,22,67
"6216",2015,3,"Park Inn Home","F","Queens",181,181,181,180,124,56
"6217",2015,3,"Park Manor Adult Home","F","Kings",52,52,47,46,32,14
"6218",2015,3,"Park Ridge Housing","S","Monroe",66,62,55,58,16,42
"6219",2015,3,"Park Terrace at Radisson","F","Onondaga",65,65,59,62,7,55
"6220",2015,3,"Parkview Home for Adults","F","Bronx",134,134,129,129,92,37
"6221",2015,3,"Parkwood Heights Senior Living Comm","F","Wayne",40,40,20,22,6,16
"6222",2015,3,"Pearl Garden Manor","F","Suffolk",25,25,735,21,14,7
"6223",2015,3,"Peconic Retreat Adult Home","F","Suffolk",10,10,10,9,1,8
"6224",2015,3,"Peregrines Landing at Orchard Park","F","Erie",52,44,44,45,14,31
